,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
311,41,West Road,Katie,Austin,71,Head,Married,Female,"Retired Embryologist, clinical",None,None
312,41,West Road,Arthur,Austin,73,Husband,Married,Male,Retired Television camera operator,None,None
313,41,West Road,Christopher,Austin,32,Son,Single,Male,Sales executive,None,None
314,42,West Road,Alison,Williams,41,Head,Divorced,Female,"Scientist, water quality",None,None
315,42,West Road,Patricia,Powell-Williams,9,Daughter,NA,Female,Student,None,NA
316,42,West Road,Toby,Davies,5,Son,NA,Male,Student,None,NA
317,43,West Road,Philip,Dawson,56,Head,Married,male,Osteopath,None,None
318,43,West Road,Eileen,Dawson,54,Wife,Married,Female,Corporate investment banker,None,None
319,43,West Road,Eileen,Booth,8,Granddaughter,NA,Female,Student,None,NA
320,44,West Road,Ricky,Fowler-Davies,58,Head,Married,Male,Exercise physiologist,None,None
321,44,West Road,June,Fowler-Davies,56,Wife,Married,Female,Accommodation manager,None,None
322,44,West Road,Sharon,Fowler-Davies,13,Daughter,NA,Female,Student,None,NA
323,45,West Road,Alison,Brookes,49,Head,Divorced,Female,Sports administrator,None,None
324,45,West Road,Russell,Brookes,11,Grandson,NA,Male,Student,None,NA
325,45,West Road,James,Brookes,11,Grandson,NA,Male,Student,None,NA
326,45,West Road,Nicholas,Brookes,6,Grandson,NA,Male,Student,None,NA
327,46,West Road,Marian,Green,29,Head,Single,Female,Ophthalmologist,None,None
328,46,West Road,Scott,Richardson,30,Partner,Single,Male,Legal executive,None,None
329,46,West Road,Mohammed,Green,11,Son,NA,Male,Student,None,NA
330,46,West Road,Malcolm,Green,10,Son,NA,Male,Student,None,NA
331,46,West Road,Jack,Green,7,Son,NA,Male,Student,None,NA
332,47,West Road,Alison,Wyatt,33,Head,Single,Female,Geoscientist,None,Methodist
333,47,West Road,Lewis,Scott,35,Partner,Single,Male,Gaffer,None,Methodist
334,47,West Road,Hugh,Wyatt,5,Son,NA,Male,Student,None,NA
335,47,West Road,Frank,Wyatt,2,Son,NA,Male,Child,None,NA
336,47,West Road,Luke,Wyatt,2,Son,NA,Male,Child,None,NA
337,48,West Road,Sara,Clark,35,Head,Divorced,Female,Unemployed,None,Christian
338,48,West Road,Gregory,Clark,4,Son,NA,Male,Child,None,NA
339,48,West Road,Katy,Clark,2,Daughter,NA,Female,Child,None,NA
340,49,West Road,Holly,Brown,43,Head,Married,Female,"Engineer, electronics",None,None
341,49,West Road,Elliott,Brown,44,Husband,Married,Male,"Conservator, museum/gallery",None,None
342,49,West Road,Mandy,Brown,10,Daughter,NA,Female,Student,None,NA
343,50,West Road,Linda,Hunter,32,Head,Married,Female,Scientific laboratory technician,None,None
344,50,West Road,David,Hunter,38,Husband,Married,Male,"Civil engineer, consulting",None,None
345,50,West Road,Lee,Hunter,6,Son,NA,Male,Student,None,NA
346,51,West Road,Jodie,Harrison,40,Head,Divorced,Female,Hotel manager,None,None
347,51,West Road,Julian,Harrison,11,Son,NA,Male,Student,None,NA
348,51,West Road,Nicola,Harrison,7,Daughter,NA,Female,Student,None,NA
349,51,West Road,Natalie,Harrison,6,Daughter,NA,Female,Student,None,NA
350,52,West Road,Lindsey,Robinson,34,Head,Single,Female,Social researcher,None,Catholic
351,52,West Road,Conor,Sutton,36,Partner,Single,Male,Patent examiner,None,Catholic
352,52,West Road,Geraldine,Robinson,8,Daughter,NA,Female,Student,None,NA
353,52,West Road,Christian,Robinson,7,Son,NA,Male,Student,None,NA
354,52,West Road,Susan,Robinson,3,Daughter,NA,Female,Child,None,NA
355,52,West Road,Melissa,Robinson,3,Daughter,NA,Female,Child,None,NA
356,52,West Road,Denise,Robinson,2,Daughter,NA,Female,Child,None,NA
357,53,West Road,Patricia,Kelly,72.04654485,Head,Single,Female,Retired Data scientist,None,Christian
358,53,West Road,Abdul,Pearson,73.04654485,Partner,Single,Male,Retired Clinical biochemist,None,Christian
359,53,West Road,Jean,Kelly,16,Daughter,NA,Female,Student,None,NA
360,54,West Road,Martin,Thompson,59,Head,Married,Male,Unemployed,None,Christian
361,54,West Road,Beth,Thompson,58,Wife,Married,Female,Publishing rights manager,None,Christian
362,55,West Road,Deborah,Poole,43,Head,Divorced,Female,Agricultural engineer,None,None
363,55,West Road,Jenna,Poole,2,Daughter,NA,Female,Child,None,NA
364,55,West Road,Brandon,Poole,1,Son,NA,Male,Child,Physical Disability,NA
365,55,West Road,Damien,Ball,60,Lodger,Single,Male,"Designer, blown glass/stained glass",None,Christian
366,55,West Road,Stanley,Thomas,38,Lodger,Single,Male,Cytogeneticist,None,None
367,55,West Road,Samantha,Dale,50,Lodger,Single,Female,Public relations officer,None,Catholic
368,56,West Road,Abdul,Mitchell,45,Head,Single,Male,Immunologist,None,Christian
369,56,West Road,Grace,Sinclair,44,Partner,Single,Female,Recruitment consultant,None,None
370,57,West Road,Josephine,Bell,48,Head,Divorced,Female,"Designer, graphic",None,None
371,57,West Road,Benjamin,Bell,12,Son,NA,Male,Student,Unknown Infection,NA
372,58,West Road,Elliott,Lowe,34,Head,Married,Male,Control and instrumentation engineer,None,Muslim
373,58,West Road,Wendy,Lowe,33,Wife,Married,Female,Audiological scientist,None,None
374,58,West Road,Maurice,Harding,60,Lodger,Single,Male,Paediatric nurse,None,None
375,58,West Road,Ellie,Gray,25,Lodger,Single,Female,Unemployed,None,Catholic
376,59,West Road,Dorothy,Power,35,Head,Married,Female,Medical sales representative,None,Christian
377,59,West Road,Joel,Power,39,Husband,Married,Male,"Designer, blown glass/stained glass",None,Christian
378,59,West Road,Mary,Wall-Power,5,Daughter,NA,Female,Student,None,NA
379,60,West Road,Clare,Miller,45,Head,Married,Female,Health visitor,None,Catholic
380,60,West Road,Carl,Miller,46,Husband,Married,Male,"Librarian, public",None,Catholic
381,60,West Road,Gary,Miller,13,Son,NA,Male,Student,None,NA
382,61,West Road,Joyce,Andrews,51,Head,Single,Female,"Merchandiser, retail",None,Catholic
383,61,West Road,Helen,Andrews,29,Daughter,Single,Female,Medical illustrator,None,Catholic
384,61,West Road,Jenna,Andrews,25,Daughter,Single,Female,Race relations officer,None,Catholic
385,62,West Road,Chloe,Knight,33,Head,Married,Female,"Administrator, charities/voluntary organisations",None,Muslim
386,62,West Road,Reece,Knight,35,Husband,Married,Male,Software engineer,None,Muslim
387,62,West Road,Jonathan,Knight,8,Son,NA,Male,Student,None,NA
388,63,West Road,Albert,Edwards-Evans,35,Head,Married,Male,"Scientist, biomedical",None,Catholic
389,63,West Road,Sharon,Edwards-Evans,33,Wife,Married,Female,"Engineer, maintenance",None,Catholic
390,63,West Road,Glen,Fletcher,31,Lodger,Single,Male,Health and safety inspector,None,Catholic
391,64,West Road,Julia,Mills,62,Head,Married,Female,Unemployed,None,Methodist
392,64,West Road,Bernard,Mills,62,Husband,Married,Male,"Geneticist, molecular",None,Methodist
393,64,West Road,Ruth,Mills,35,Daughter,Single,Female,Investment analyst, ,Methodist
394,65,West Road,Philip,Smith,47,Head,Married,Male,"Secretary, company",None,None
395,65,West Road,Kerry,Smith,42,Wife,Married,Female,Legal executive,None,None
396,65,West Road,Shaun,Smith,20,Son,Single,Male,University Student,None,None
397,65,West Road,Hayley,Smith,20,Daughter,Single,Female,University Student,None,None
398,65,West Road,Sally,Smith,17,Daughter,NA,Female,Student,None,NA
399,66,West Road,Sally,Shaw,44,Head,Single,Female,Unemployed,None,Christian
400,66,West Road,Joel,Shaw,8,Son,NA,Male,Student,None,NA
401,66,West Road,Jayne,Shaw,5,Daughter,NA,Female,Student,None,NA
402,67,West Road,Jayne,Warner,33,Head,Married,Female,Public relations officer,None,Catholic
403,67,West Road,Gregory,Warner,37,Husband,Married,Male,Air broker,None,Catholic
404,67,West Road,Linda,Hughes-Warner,2,Daughter,NA,Female,Child,None,NA
405,68,West Road,Mathew,Jones,63,Head,Married,Male,Unemployed,None,Catholic
406,68,West Road,Shannon,Jones,61,Wife,Married,Female,"Programmer, multimedia",None,Catholic
407,69,West Road,Duncan,Smith,51,Head,Married,Male,Unemployed,None,None
408,69,West Road,Bethan,Smith,47,Wife,Married,Female,"Exhibitions officer, museum/gallery",None,None
409,69,West Road,Leigh,Smith,26,Son,Single,Male,Immigration officer,None,None
410,70,West Road,Rachel,Williams,37,Head,Single,Female,Research scientist (medical),None,Catholic
411,71,West Road,Julie,Jackson,51,Head,Married,Female,"Physicist, medical",None,Catholic
412,71,West Road,Leslie,Jackson,56,Husband,Married,Male,"Producer, radio",None,Catholic
413,71,West Road,Lesley,Jackson,13,Daughter,NA,Female,Student,None,NA
414,72,West Road,Andrea,Day,35,Head,Divorced,Female,"Engineer, aeronautical",None,Christian
415,72,West Road,Alex,Day,10,Son,NA,Male,Student,None,NA
416,73,West Road,Fiona,Stone,59,Head,Single,Female,Environmental manager,None,Christian
417,74,West Road,Katie,Johnson,55,Head,Single,Female,Interior and spatial designer,None,None
418,74,West Road,Howard,Evans,56,Partner,Single,Male,"Civil engineer, consulting",None,None
419,74,West Road,Connor,Johnson,15,Son,NA,Male,Student,None,NA
420,75,West Road,Chloe,Davies,51,Head,Married,Female,Editorial assistant,None,Christian
421,75,West Road,Brandon,Davies,57,Husband,Married,Male,"Engineer, site",None,Christian
422,75,West Road,Vanessa,Davies,16,Daughter,NA,Female,Student,None,NA
423,76,West Road,Jodie,Russell,40,Head,Single,Female,Unemployed,None,Methodist
424,76,West Road,Anne,Russell,17,Daughter,NA,Female,Student,None,NA
425,76,West Road,Alexander,Russell,17,Adopted Son,NA,Male,Student,None,NA
426,76,West Road,Liam,Russell,14,Son,NA,Male,Student,None,NA
427,77,West Road,Jean,Daniels,39,Head,Married,Female,Lobbyist,None,Catholic
428,77,West Road,Kevin,Daniels,39,Husband,Married,Male,Unemployed,None,Catholic
429,77,West Road,Rosemary,Daniels,4,Daughter,NA,Female,Child,None,NA
430,78,West Road,Lydia,Jenkins,64,Head,Divorced,Female,Arts development officer,None,Christian
431,78,West Road,Emily,Jenkins,35,Daughter,Single,Female,Chartered accountant,None,None
432,78,West Road,Rita,Jenkins,33,Daughter,Single,Female,"Geologist, engineering",None,Christian
433,79,West Road,Leah,Lees,66,Head,Single,Female,Public relations officer,None,Christian
434,80,West Road,Scott,Fisher,73,Head,Married,Male,"Retired Engineer, site",None,Christian
435,80,West Road,Olivia,Fisher,74,Wife,Married,Female,"Retired Nurse, learning disability",None,None
436,80,West Road,Scott,Fisher,37,Son,Single,Male,Fish farm manager,None,None
437,80,West Road,Martyn,Fisher,33,Son,Widowed,Male,"Solicitor, Scotland",None,Christian
438,80,West Road,Robert,Fisher,32,Son,Single,Male,Sports coach,None,Christian
439,81,West Road,Pamela,Todd,63,Head,Married,Female,Financial controller,None,Christian
440,81,West Road,Antony,Todd,62,Husband,Married,Male,Oceanographer,None,None
441,81,West Road,Derek,Todd,46,Son,Single,Male,"Designer, graphic",None,Christian
442,82,West Road,Sean,Foster,44,Head,Married,Male,Financial risk analyst,None,Christian
443,82,West Road,Jacqueline,Foster,39,Wife,Married,Female,"Buyer, industrial",None,Christian
444,83,West Road,Angela,Davies,42,Head,Married,Female,"Radiographer, therapeutic",None,Methodist
445,83,West Road,Julian,Davies,50,Husband,Married,Male,"Scientist, biomedical",None,None
446,83,West Road,Lauren,Davies,15,Daughter,NA,Female,Student,None,NA
447,84,West Road,Maurice,Wilson,37,Head,Married,Male,Call centre manager,None,Christian
448,84,West Road,Kayleigh,Smith,35,Wife,Married,Female,Unemployed,None,Christian
449,84,West Road,Alex,Wilson,8,Son,NA,Male,Student,None,NA
450,84,West Road,Deborah,Wilson,4,Daughter,NA,Female,Child,None,NA
451,84,West Road,Cameron,Wilson,1,Son,NA,Male,Child,None,NA
452,85,West Road,Helen,Gregory,50,Head,Single,Female,Corporate treasurer,None,Christian
453,85,West Road,Declan,Harrison,50,Partner,Single,Male,Early years teacher,None,None
454,85,West Road,Vanessa,Gregory,14,Daughter,NA,Female,Student,None,NA
455,86,West Road,Hazel,Harris,34,Head,Married,Female,Public relations account executive,None,Methodist
456,86,West Road,Jordan,Harris,36,Husband,Married,Male,Fast food restaurant manager,None,Methodist
457,86,West Road,Bryan,Harris,5,Son,NA,Male,Student,None,NA
458,87,West Road,Hayley,Jackson,43,Head,Married,Female,"Editor, commissioning",None,Methodist
459,87,West Road,Martyn,Jackson,40,Husband,Married,Male,Leisure centre manager,None,Methodist
460,87,West Road,Jennifer,Jackson,10,Daughter,NA,Female,Student,None,NA
461,87,West Road,Gemma,Jackson,6,Daughter,NA,Female,Student,None,NA
462,87,West Road,Dorothy,Jackson,5,Daughter,NA,Female,Student,None,NA
463,88,West Road,Charlene,Mason,37,Head,Single,Female,Automotive engineer,None,Christian
464,88,West Road,Elliot,Mason,13,Son,NA,Male,Student,None,NA
465,88,West Road,Jeremy,Mason,11,Son,NA,Male,Student,None,NA
466,89,West Road,Eileen,Ryan,56,Head,Married,Female,Ceramics designer,None,Methodist
467,89,West Road,Marc,Ryan,59,Husband,Married,Male,Logistics and distribution manager,None,Methodist
468,89,West Road,Damian,Ryan,16,Son,NA,Male,Student,None,NA
469,89,West Road,Kim,Ryan,15,Daughter,NA,Female,Student,None,NA
470,90,West Road,Chelsea,Baker,38,Head,Single,Female,Unemployed,None,Christian
471,90,West Road,John,Baker,5,Son,NA,Male,Student,None,NA
472,90,West Road,Carol,Baker,1,Daughter,NA,Female,Child,None,NA
473,90,West Road,Pauline,Stewart,38,Lodger,Single,Female,"Sound technician, broadcasting/film/video",None,None
474,91,West Road,Jade,Phillips,40,Head,Divorced,Female,"Producer, radio",None,Christian
475,91,West Road,Lee,Phillips,10,Son,NA,Male,Student,None,NA
476,91,West Road,Vanessa,Phillips,8,Daughter,NA,Female,Student,None,NA
477,92,West Road,Connor,Watkins,33,Head,Single,Male,"Education officer, environmental",None,None
478,92,West Road,Hollie,Rowe,27,None,Divorced,Female,IT consultant,None,Catholic
479,92,West Road,Jeffrey,Cox,18,None,Single,Male,Student,None,NA
480,93,West Road,Molly,Thomas,27,Head,Divorced,Female,Unemployed,None,Methodist
481,93,West Road,Julia,Thomas,6,Daughter,NA,Female,Student,None,NA
482,93,West Road,Clare,Thomas,4,Daughter,NA,f,Child,None,NA
483,94,West Road,Kerry,Dodd,47,Head,Divorced,Female,Unemployed,None,None
484,94,West Road,Guy,Dodd,15,Son,NA,Male,Student,None,NA
485,95,West Road,Emily,Rose,49,Head,Single,Female,Unemployed,None,None
486,95,West Road,Aaron,Rose,16,Son,NA,male,Student,None,NA
487,95,West Road,Clive,Rose,16,Son,NA,Male,Student,None,NA
488,95,West Road,Bethan,Rose,16,Daughter,NA,Female,Student,None,NA
489,96,West Road,Katherine,Nicholson,45,Head,Single,Female,Patent attorney,Disabled,Christian
490,96,West Road,Leigh,Blackburn,47,Partner,Single,Male,Fast food restaurant manager,None,Christian
491,96,West Road,George,Nicholson,17,Son,NA,Male,Student,None,NA
492,97,West Road,Norman,Baker,40,Head,Married,Male,"Scientist, product/process development",None,None
493,97,West Road,Josephine,Baker,38,Wife,Married,Female,"Librarian, academic",None,None
494,97,West Road,Frances,Baker,11,Daughter,NA,Female,Student,None,NA
495,98,West Road,Bradley,Hardy,50,Head,Widowed,Male,"Civil engineer, contracting",None,Christian
496,98,West Road,Aimee,Booth,57,None,Single,Female,Unemployed,None,None
497,98,West Road,Jessica,Harding,27,None,Single,Female,Unemployed,None,None
498,99,West Road,Rita,Chambers,75,Head,Married,Female,Retired Curator,None,Christian
499,99,West Road,Damian,Chambers,74,Husband,Married,Male,Retired Acupuncturist,None,Christian
500,99,West Road,Dorothy,Chambers,42,Daughter,Single,Female,Transport planner,None,Christian
501,99,West Road,Luke,Chambers,34,Son,Single,Male,Sport and exercise psychologist,None,Christian
502,100,West Road,Molly,Coleman,69,Head,Widowed,Female,"Retired Engineer, site",None,Christian
503,101,West Road,Luke,Singh,66,Head,Married,Male,Corporate investment banker,None,Christian
504,101,West Road,Julia,Singh,63,Wife,Married,Female,Museum/gallery exhibitions officer,None,None
505,101,West Road,Georgia,Smart,15,Granddaughter,NA,Female,Student,None,NA
506,102,West Road,Joyce,Cooper,58,Head,Married,Female,"Administrator, local government",None,Christian
507,102,West Road,Joe,Cooper,56,Husband,Married,Male,Microbiologist,None,Christian
508,102,West Road,Hayley,Cooper,27,Daughter,Single,Female,"Engineer, broadcasting (operations)",None,Christian
509,102,West Road,Graham,Cooper,24,Son,Single,Male,Trade mark attorney,Mental Disability,Christian
510,102,West Road,Gerald,Cooper,8,Son,NA,Male,Student,None,NA
511,103,West Road,Roy,Wright,57,Head,Single,Male,Unemployed,None,Christian
512,104,West Road,Jacqueline,Blackburn,22,Head,Married,Female,University Student,None,None
513,104,West Road,Daniel,Blackburn,22,Husband,Married,Male,University Student,None,None
514,104,West Road,Tony,Bryan,6,Son,NA,Male,Student,None,NA
515,104,West Road,James,Harris,2,Son,NA,Male,Child,None,NA
516,104,West Road,Donald,Butler,54,Lodger,Single,Male,Unemployed,None,Christian
517,105,West Road,Danielle,Evans,68,Head,Married,Female,Retired Equities trader,None,None
518,105,West Road,Daniel,Evans,72,Husband,Married,Male,"Retired Copywriter, advertising",None,None
519,105,West Road,Lisa,Foster-Evans,41,Daughter,Single,Female,Unemployed,None,None
520,105,West Road,Suzanne,Foster-Evans,38,Daughter,Widowed,Female,Public affairs consultant,None,None
521,106,West Road,Kimberley,Jackson,32,Head,Married,Female,Exercise physiologist,None,None
522,106,West Road,Justin,Jackson,34,Husband,Married,Male,Food technologist,None,None
523,106,West Road,Kelly,Jackson,0,Daughter,NA,Female,Child,None,NA
524,106,West Road,Steven,Richardson,62,Lodger,Single,Male,"Psychotherapist, dance movement",None,Christian
525,106,West Road,Marion,Kelly,60,Lodger,Single,Female,Police officer,None,Christian
526,106,West Road,Julia,Simpson,31,Lodger,Divorced,Female,Pharmacologist,None,Christian
527,107,West Road,Roger,Holmes,23,Head,Divorced,Male,Unemployed,None,None
528,107,West Road,Donald,Robertson,2,Nephew,NA,Male,Child,None,NA
529,107,West Road,Hayley,Webb,2,Neice,NA,Female,Child,None,NA
530,108,West Road,Tracy,Clarke,52,Head,Married,Female,"Pharmacist, hospital",None,None
531,108,West Road,Mohamed,Clarke,51,Husband,Married,male,Careers information officer,None,None
532,108,West Road,Sam,Clarke,26,Son,Single,Male,"Horticulturist, commercial",None,None
533,108,West Road,Gerald,Clarke,24,Son,Single,Male,"Therapist, horticultural",None,None
534,108,West Road,Barry,Clarke,4,Son,NA,Male,Child,None,NA
535,109,West Road,Dawn,Ball,45,Head,Married,Female,Planning and development surveyor,None,Catholic
